110	794.00000	0.00237	0.00022
115	794.00000	0.00237	0.00022
118	794.00000	0.00317	0.00026
120	794.00000	0.00433	0.00032
122	794.00000	0.00479	0.00035
124	794.00000	0.00501	0.00036
126	794.00000	0.00571	0.00039
128	794.00000	0.00606	0.00041
130	794.00000	0.00641	0.00043
135	794.00000	0.00714	0.00046
140	794.00000	0.00768	0.00049
150	794.00000	0.00952	0.00058
160	794.00000	0.00935	0.00057
170	794.00000	0.00910	0.00056
180	794.00000	0.01126	0.00066
190	794.00000	0.01777	0.00096
200	794.00000	0.01818	0.00098
250	794.00000	0.02110	0.00112
300	794.00000	0.02038	0.00108
350	794.00000	0.01855	0.00100
400	794.00000	0.01548	0.00086
450	794.00000	0.00930	0.00057
500	794.00000	0.00736	0.00047
550	794.00000	0.00580	0.00040
600	794.00000	0.00373	0.00029
