110	794.00000	0.00629	0.00043
115	794.00000	0.00629	0.00043
118	794.00000	0.00721	0.00047
120	794.00000	0.00837	0.00053
122	794.00000	0.00888	0.00056
124	794.00000	0.00994	0.00061
126	794.00000	0.01072	0.00064
128	794.00000	0.01176	0.00069
130	794.00000	0.01211	0.00071
135	794.00000	0.01261	0.00073
140	794.00000	0.01232	0.00072
150	794.00000	0.01176	0.00069
160	794.00000	0.01014	0.00062
170	794.00000	0.00826	0.00053
180	794.00000	0.01084	0.00065
190	794.00000	0.01873	0.00102
200	794.00000	0.02303	0.00122
250	794.00000	0.03635	0.00185
300	794.00000	0.03745	0.00190
350	794.00000	0.03260	0.00167
400	794.00000	0.02595	0.00136
450	794.00000	0.01555	0.00087
500	794.00000	0.01215	0.00071
550	794.00000	0.00913	0.00057
600	794.00000	0.00688	0.00046
