110	794.00000	0.00403	0.00031
115	794.00000	0.00493	0.00036
118	794.00000	0.00601	0.00041
120	794.00000	0.00697	0.00046
122	794.00000	0.00750	0.00048
124	794.00000	0.00848	0.00053
126	794.00000	0.00996	0.00060
128	794.00000	0.01086	0.00064
130	794.00000	0.01189	0.00069
135	794.00000	0.01440	0.00080
140	794.00000	0.01681	0.00091
150	794.00000	0.02074	0.00109
160	794.00000	0.02418	0.00124
170	794.00000	0.02696	0.00137
180	794.00000	0.03009	0.00151
190	794.00000	0.03460	0.00171
200	794.00000	0.03824	0.00187
250	794.00000	0.05613	0.00267
300	794.00000	0.05789	0.00275
350	794.00000	0.05833	0.00277
400	794.00000	0.05879	0.00279
450	794.00000	0.05894	0.00279
500	794.00000	0.05894	0.00279
550	794.00000	0.05899	0.00279
600	794.00000	0.05902	0.00280
