110	794.00000	0.01522	0.00086
115	794.00000	0.01826	0.00100
118	794.00000	0.01996	0.00108
120	794.00000	0.02088	0.00112
122	794.00000	0.02190	0.00117
124	794.00000	0.02307	0.00123
126	794.00000	0.03039	0.00157
128	794.00000	0.03199	0.00164
130	794.00000	0.03318	0.00170
135	794.00000	0.04330	0.00217
140	794.00000	0.04788	0.00238
150	794.00000	0.06327	0.00310
160	794.00000	0.07154	0.00348
170	794.00000	0.07757	0.00376
180	794.00000	0.08845	0.00427
190	794.00000	0.09867	0.00474
200	794.00000	0.10713	0.00513
250	794.00000	0.14508	0.00689
300	794.00000	0.15008	0.00712
350	794.00000	0.15224	0.00722
400	794.00000	0.15321	0.00727
450	794.00000	0.15365	0.00729
500	794.00000	0.15376	0.00729
550	794.00000	0.15410	0.00731
600	794.00000	0.15417	0.00731
