110		3.5     1.2
115		3.5     1.2
120		4.3     1.3
125		5.5     1.4
130		6.7     1.6
135		7     1.6
140		4.8     1.4
145		4.8     1.4
150		5.4     1.4
155		5.4     1.4
160		3.6     1.1
170		1.7     0.76
180		2.1     0.83
190		3     0.98
200		3.9     1.1
250		3.5     0.88
300		4.1     1
350		4.1     1
400		4     1.1
450		3.8     0.97
500		3.4     0.93
550		2.5     0.83
600		1.9     0.7
700		1.9     0.7
800		1.9     0.7
900		1.9     0.7
1000		1.9     0.7
