110		6     1.2
115		6     1.2
120		6.4     1.2
125		6.9     1.3
130		8.7     1.5
135		8.9     1.5
140		5.5     1.3
145		5.5     1.3
150		3       0.96
155		2.8     0.95
160		1.3     0.83
170		0.5     0.51
180		0.58     0.51
190		0.94     0.74
200		1.1     0.76
250		3.4     0.97
300		5.2     1.1
350		4.2     0.99
400		3.5     0.93
450		2.8     0.72
500		1.8     0.61
550		1.1     0.39
600		0.8     0.33
700		0.8     0.33
800		0.79     0.33
900		0.77     0.33
1000		0.77     0.33
