110	266.00000	0.00419	0.00033
115	266.00000	0.00419	0.00033
120	266.00000	0.00709	0.00049
130	266.00000	0.01034	0.00066
140	266.00000	0.01096	0.00069
150	266.00000	0.01196	0.00074
160	266.00000	0.01067	0.00067
170	266.00000	0.00924	0.00060
180	266.00000	0.01075	0.00068
190	266.00000	0.01817	0.00106
200	266.00000	0.02123	0.00121
250	266.00000	0.03161	0.00173
300	266.00000	0.03048	0.00168
350	266.00000	0.02620	0.00146
400	266.00000	0.02222	0.00126
450	266.00000	0.01413	0.00085
500	266.00000	0.01033	0.00066
550	266.00000	0.00806	0.00054
600	266.00000	0.00625	0.00044
