110	244	0.0501476	0.0144111
115	244	0.0501476	0.0144111
120	244	0.0501476	0.0144111
130	128	0.0886916	0.0409177
140	128	0.0926829	0.0427221
150	111	0.0711212	0.0149943
160	43	0.150592	0.0348137
170	43	0.144439	0.0300753
180	59	0.134327	0.0280194
190	109	0.112829	0.0384522
200	162	0.133599	0.0540138
250	228	0.0903343	0.0510762
300	145	0.0949628	0.0417047
350	85	0.0794207	0.0113683
400	48	0.132904	0.0449438
450	18	0.239628	0.103959
500	9	0.348058	0.234081
550	5	0.180247	0.229705
600	3	0.282386	0.282386
