110	794.00000	0.01445	0.00081
115	794.00000	0.01445	0.00081
120	794.00000	0.01445	0.00081
130	794.00000	0.01888	0.00101
140	794.00000	0.01888	0.00101
150	794.00000	0.01458	0.00082
160	794.00000	0.01218	0.00070
170	794.00000	0.01124	0.00066
180	794.00000	0.01525	0.00085
190	794.00000	0.02376	0.00124
200	794.00000	0.02398	0.00125
250	794.00000	0.02634	0.00136
300	794.00000	0.02441	0.00127
350	794.00000	0.02174	0.00115
400	794.00000	0.01765	0.00096
450	794.00000	0.01039	0.00062
500	794.00000	0.00801	0.00051
550	794.00000	0.00628	0.00042
600	794.00000	0.00408	0.00031
