110	360	0.16	0.0382
115	360	0.16	0.0382
120	360	0.16	0.0382
130	360	0.128	0.0307
140	360	0.128	0.0307
150	360	0.0817	0.0195
160	360	0.0503	0.012
170	360	0.0474	0.0113
180	360	0.0539	0.0129
190	360	0.0685	0.0164
200	360	0.0734	0.0176
250	360	0.0769	0.0184
300	360	0.0669	0.016
350	360	0.0542	0.013
400	360	0.042	0.01
450	360	0.0258	0.00617
500	360	0.0183	0.00438
550	360	0.0144	0.00345
600	360	0.011	0.00262
