110	25	0.0397831	0.0291682
115	34	0.0397769	0.047684
120	38	0.0358231	0.0429782
130	46	0.0327977	0.0430968
140	56	0.0316518	0.042931
150	59	0.065139	0.0378296
160	66	0.065096	0.0377656
170	71	0.0619575	0.0360138
180	73	0.0627635	0.0374625
190	73	0.0617195	0.0362951
200	76	0.0268716	0.0382156
250	78	0.0344122	0.0308622
300	80	0.0331293	0.0297526
350	80	0.0590235	0.0286665
400	84	0.0337474	0.0302813
450	84	0.0332974	0.0298933
500	84	0.0330701	0.0296974
550	84	0.0329118	0.029561
600	85	0.0334236	0.0300012
