110	266.00000	0.01147	0.00071
115	266.00000	0.01407	0.00085
120	266.00000	0.01692	0.00099
130	266.00000	0.02774	0.00154
140	266.00000	0.04060	0.00218
150	266.00000	0.05285	0.00280
160	266.00000	0.06054	0.00318
170	266.00000	0.06597	0.00346
180	266.00000	0.07643	0.00398
190	266.00000	0.08489	0.00441
200	266.00000	0.09102	0.00471
250	266.00000	0.12128	0.00623
300	266.00000	0.12557	0.00644
350	266.00000	0.12750	0.00654
400	266.00000	0.12812	0.00657
450	266.00000	0.12843	0.00659
500	266.00000	0.12853	0.00659
550	266.00000	0.12858	0.00659
600	266.00000	0.12866	0.00660
