110	68.00000	0.02311	0.00373
115	68.00000	0.02910	0.00461
120	68.00000	0.03354	0.00526
130	68.00000	0.05208	0.00798
140	68.00000	0.07816	0.01180
150	68.00000	0.10645	0.01594
160	68.00000	0.12057	0.01801
170	68.00000	0.13253	0.01976
180	68.00000	0.15313	0.02277
190	68.00000	0.17614	0.02614
200	68.00000	0.19146	0.02838
250	68.00000	0.27685	0.04087
300	68.00000	0.29328	0.04328
350	68.00000	0.30180	0.04452
400	68.00000	0.30495	0.04498
450	68.00000	0.30603	0.04514
500	68.00000	0.30639	0.04520
550	68.00000	0.30666	0.04523
600	68.00000	0.30675	0.04525
